,date,sess_ctry,sess_loc,sessions,lng,lat,iso,sess_inst
1647,2025-08-01,Germany,Bad Langensalza,3,10.646,51.10771,DE,1094
1648,2025-07-01,Germany,Bad Langensalza,1,10.646,51.10771,DE,1989
1649,2025-08-01,Germany,Bad König,1,9.0075,49.7432,DE,1194
1650,2025-06-01,Germany,Bad Grund,1,10.23694,51.81021,DE,3165
1651,2025-08-01,Germany,Bad Frankenhausen,1,11.09977,51.35609,DE,1278
1652,2025-08-01,Germany,Bad Driburg,1,9.01969,51.73297,DE,4447
1653,2025-08-01,Germany,Bad Driburg,1,9.01969,51.73297,DE,483
1654,2025-08-01,Germany,Bad Doberan,1,11.90051,54.10712,DE,4354
1655,2025-08-01,Germany,Bad Doberan,1,11.90051,54.10712,DE,3112
1656,2025-08-01,Germany,Backnang,1,9.43718,48.94743,DE,1368
1657,2025-04-01,Germany,Backnang,1,9.43718,48.94743,DE,4637
1658,2025-03-01,Germany,Aurich,1,7.48232,53.46919,DE,1171
1659,2025-08-01,Germany,Augsburg,1,10.89851,48.37154,DE,349
1660,2025-07-01,Germany,Augsburg,1,10.89851,48.37154,DE,4477
1661,2025-04-01,Germany,Augsburg,1,10.89851,48.37154,DE,4645
1662,2025-04-01,Germany,Augsburg,1,10.89851,48.37154,DE,1891
1663,2025-04-01,Germany,Augsburg,1,10.89851,48.37154,DE,4315
1664,2025-03-01,Germany,Augsburg,1,10.89851,48.37154,DE,3890
1665,2025-02-01,Germany,Augsburg,1,10.89851,48.37154,DE,3031
1666,2024-12-01,Germany,Augsburg,1,10.89851,48.37154,DE,1608
1667,2024-12-01,Germany,Augsburg,1,10.89851,48.37154,DE,1691
1668,2024-11-01,Germany,Augsburg,1,10.89851,48.37154,DE,1684
1669,2025-08-01,Germany,Auerbach,1,12.40083,50.51155,DE,1106
1670,2024-11-01,Germany,Auerbach,1,12.40083,50.51155,DE,1365
1671,2025-08-01,Germany,Auerbach,1,11.63327,49.69201,DE,216
1672,2024-11-01,Germany,Auerbach,1,11.63327,49.69201,DE,475
1673,2025-08-01,Germany,Auerbach,1,13.09952,48.80353,DE,152
1674,2024-11-01,Germany,Auerbach,1,13.09952,48.80353,DE,3241
1675,2025-07-01,Germany,Aue,1,12.70657,50.59034,DE,809
1676,2025-04-01,Germany,Aschaffenburg,1,9.15214,49.97704,DE,457
1677,2025-02-01,Germany,Bad Arolsen,1,9.01445,51.37982,DE,3642
1678,2025-08-01,Germany,Arnstadt,1,10.95198,50.84048,DE,111
1679,2025-08-01,Germany,Arnstadt,1,10.95198,50.84048,DE,2357
1680,2025-08-01,Germany,Arnstadt,1,10.95198,50.84048,DE,4145
1681,2025-08-01,Germany,Arnstadt,1,10.95198,50.84048,DE,2217
1682,2025-04-01,Germany,Apolda,1,11.51638,51.02624,DE,125
1683,2025-03-01,Germany,Ansbach,1,10.5931,49.30481,DE,54
1684,2025-03-01,Germany,Ansbach,1,10.5931,49.30481,DE,4488
1685,2025-03-01,Germany,Ansbach,1,10.5931,49.30481,DE,204
1686,2025-08-01,Germany,Ankum,1,7.88333,52.55,DE,2620
1687,2025-04-01,Germany,Amberg,1,11.86267,49.44287,DE,351
1688,2025-04-01,Germany,Amberg,1,11.86267,49.44287,DE,3106
1689,2025-04-01,Germany,Amberg,1,10.68333,48.06667,DE,2015
1690,2025-04-01,Germany,Amberg,1,10.68333,48.06667,DE,1396
1691,2025-06-01,Germany,Alzey,1,8.11513,49.74657,DE,673
1692,2025-06-01,Germany,Altomünster,1,11.25691,48.38767,DE,2045
1693,2025-08-01,Germany,Altfraunhofen,1,12.16667,48.45,DE,1258
1694,2025-03-01,Germany,Altdorf bei Nürnberg,1,11.3573,49.3856,DE,2455
1695,2025-07-01,Germany,Alfter,1,7.01667,50.73333,DE,4233
1696,2025-08-01,Germany,Alfeld,1,9.81989,51.98382,DE,3521
1697,2025-08-01,Germany,Alfeld,1,11.55,49.43333,DE,1147
1698,2025-01-01,Germany,Ahlen,1,7.8887,51.76338,DE,4598
1699,2025-03-01,Germany,Ahaus,1,7.01344,52.07936,DE,122
1700,2024-11-01,Germany,Adelsdorf,1,10.68522,49.47022,DE,1429
1701,2025-04-01,Germany,Achim,1,9.0263,53.01416,DE,4057
1702,2025-04-01,Germany,Achim,1,9.0263,53.01416,DE,4161
1703,2025-04-01,Germany,Achim,1,9.0263,53.01416,DE,1029
1704,2025-03-01,Germany,Achim,1,9.0263,53.01416,DE,1930
1705,2025-03-01,Germany,Achim,1,9.0263,53.01416,DE,3461
1706,2025-03-01,Germany,Achim,1,9.0263,53.01416,DE,696
1707,2024-11-01,Germany,Achim,1,9.0263,53.01416,DE,2060
1708,2025-07-01,Germany,Aalen,3,10.0933,48.83777,DE,150
1709,2025-04-01,Germany,Aalen,1,10.0933,48.83777,DE,620
1710,2025-02-01,Germany,Aalen,1,10.0933,48.83777,DE,1533
1711,2025-03-01,Germany,Ühlingen-Birkendorf,1,8.31667,47.71667,DE,557
1712,2025-06-01,Germany,Postbauer-Heng,1,11.35722,49.30528,DE,322
1713,2024-12-01,Germany,Postbauer-Heng,1,11.35722,49.30528,DE,1923
1714,2024-11-01,Germany,Postbauer-Heng,4,11.35722,49.30528,DE,3664
1715,2024-11-01,Germany,Postbauer-Heng,5,11.35722,49.30528,DE,2008
1716,2025-08-01,Germany,Lautertal,1,10.96667,50.33333,DE,2944
1717,2025-04-01,Germany,Ilsede,1,10.19922,52.2634,DE,3070
1718,2025-03-01,Germany,Aachen,1,6.08342,50.77664,DE,3869
1719,2025-08-01,Germany,Lauda-Königshofen,1,9.70816,49.56526,DE,408
1720,2025-08-01,Germany,Lauda-Königshofen,1,9.70816,49.56526,DE,796
1721,2025-05-01,Germany,Filderstadt,1,9.22049,48.65698,DE,1260
1722,2025-08-01,Germany,Eisleben Lutherstadt,1,11.54835,51.52754,DE,4071
1723,2025-07-01,Germany,Hagen,1,10.52533,52.26787,DE,4176
1724,2025-07-01,Germany,Hagen,1,10.52533,52.26787,DE,3082
1725,2025-03-01,Germany,Hagen,1,10.52533,52.26787,DE,3749
1726,2025-03-01,Germany,Hagen,1,10.52533,52.26787,DE,2842
1727,2025-03-01,Germany,Hagen,1,10.52533,52.26787,DE,3283
1728,2025-07-01,Denmark,Vojens,5,9.30603,55.24639,DK,3477
1729,2025-07-01,Denmark,Varde,1,8.48069,55.62112,DK,2751
1730,2025-07-01,Denmark,Varde,2,8.48069,55.62112,DK,996
1731,2025-07-01,Denmark,Varde,9,8.48069,55.62112,DK,3307
1732,2025-07-01,Denmark,Varde,5,8.48069,55.62112,DK,4164
1733,2025-06-01,Denmark,Varde,8,8.48069,55.62112,DK,2692
1734,2025-06-01,Denmark,Varde,1,8.48069,55.62112,DK,2477
1735,2025-08-01,Denmark,Rønne,1,14.70664,55.10091,DK,2706
1736,2025-08-01,Denmark,Copenhagen,1,12.56553,55.67594,DK,1546
1737,2025-08-01,Denmark,Copenhagen,1,12.56553,55.67594,DK,3287
1738,2025-04-01,Denmark,Copenhagen,1,12.56553,55.67594,DK,633
1739,2025-08-01,Denmark,Holstebro,1,8.61607,56.36009,DK,2693
1740,2025-08-01,Denmark,Holstebro,1,8.61607,56.36009,DK,2625
1741,2025-07-01,Denmark,Esbjerg,1,8.45187,55.47028,DK,1702
1742,2024-11-01,Denmark,Charlottenlund,1,12.5745,55.75238,DK,1734
1743,2025-07-01,Denmark,Brønderslev,1,9.94102,57.27021,DK,597
1744,2025-04-01,Estonia,Tallinn,1,24.75353,59.43696,EE,1104
1745,2025-03-01,Estonia,Tallinn,1,24.75353,59.43696,EE,293
1746,2025-02-01,Estonia,Tallinn,2,24.75353,59.43696,EE,3161
1747,2025-08-01,Egypt,Cairo,1,31.24967,30.06263,EG,371
1748,2025-03-01,Egypt,Cairo,1,31.24967,30.06263,EG,967
1749,2025-08-01,Egypt,Giza,1,31.20861,30.00944,EG,1062
1750,2025-07-01,Spain,Valladolid,1,-4.72372,41.65518,ES,1495
1751,2024-12-01,Spain,Santa Coloma de Farners,1,2.66667,41.86667,ES,4811
1752,2024-11-01,Spain,Narón,1,-8.19082,43.50175,ES,154
1753,2025-08-01,Spain,Madrid,1,-3.70256,40.4165,ES,4537
1754,2025-07-01,Finland,Helsinki,1,24.93545,60.16952,FI,2939
1755,2025-07-01,Finland,Helsinki,1,24.93545,60.16952,FI,2376
1756,2025-07-01,Finland,Helsinki,1,24.93545,60.16952,FI,408
1757,2025-07-01,Finland,Helsinki,1,24.93545,60.16952,FI,2711
1758,2025-07-01,Finland,Helsinki,1,24.93545,60.16952,FI,1939
1759,2025-07-01,Finland,Helsinki,1,24.93545,60.16952,FI,3540
1760,2024-12-01,Finland,Helsinki,1,24.93545,60.16952,FI,3463
1761,2024-12-01,Finland,Helsinki,1,24.93545,60.16952,FI,4163
1762,2024-12-01,Finland,Helsinki,1,24.93545,60.16952,FI,1629
1763,2024-11-01,Finland,Helsinki,1,24.93545,60.16952,FI,3505
1764,2024-11-01,Finland,Helsinki,1,24.93545,60.16952,FI,2792
1765,2024-11-01,Finland,Helsinki,1,24.93545,60.16952,FI,4834
1766,2024-11-01,Finland,Helsinki,1,24.93545,60.16952,FI,1642
1767,2024-12-01,France,Rosenau,1,7.53598,47.63688,FR,3514
1768,2025-07-01,France,Lyon,1,4.84671,45.74846,FR,4583
1769,2025-07-01,France,Lavilledieu,1,4.45314,44.57545,FR,1206
1770,2025-08-01,France,Grasse,1,6.92537,43.65783,FR,2617
1771,2024-12-01,France,Corbeil-Essonnes,1,2.48757,48.60603,FR,3650
1772,2025-07-01,Georgia,Batumi,1,41.63392,41.64228,GE,3773
1773,2025-08-01,Greece,Vári,1,23.80311,37.8332,GR,4152
1774,2025-08-01,Greece,Vári,1,24.94904,37.39859,GR,2595
1775,2025-04-01,Greece,Athens,1,23.72784,37.98376,GR,2217
1776,2024-12-01,Hong Kong,Hong Kong,1,114.17469,22.27832,HK,1223
1777,2025-08-01,Croatia,Zagreb,1,15.97798,45.81444,HR,383
1778,2025-03-01,Croatia,Zagreb,1,15.97798,45.81444,HR,4963
1779,2024-11-01,Croatia,Sisak,1,16.37833,45.46611,HR,2567
1780,2024-11-01,Croatia,Sisak,1,16.37833,45.46611,HR,3182
1781,2025-08-01,Croatia,Rijeka,1,14.44241,45.32673,HR,997
1782,2025-08-01,Hungary,Budapest,1,19.04045,47.49835,HU,4304
1783,2025-07-01,Hungary,Budapest,1,19.04045,47.49835,HU,3486
1784,2025-06-01,Hungary,Budapest,1,19.04045,47.49835,HU,3465
1785,2025-04-01,Hungary,Budapest,1,19.04045,47.49835,HU,3031
1786,2025-05-01,Ireland,Wicklow,1,-6.04944,52.975,IE,2377
1787,2025-08-01,Ireland,Dublin,1,-6.24889,53.33306,IE,4226
1788,2025-08-01,Ireland,Dublin,1,-6.24889,53.33306,IE,3490
1789,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,4623
1790,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,4572
1791,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,2064
1792,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,2279
1793,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,1512
1794,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,3099
1795,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,2266
1796,2024-12-01,Ireland,Dublin,1,-6.24889,53.33306,IE,957
1797,2024-10-01,Ireland,Dublin,4,-6.24889,53.33306,IE,1944
1798,2025-07-01,Israel,Tel Aviv,1,34.78057,32.08088,IL,1656
1799,2025-07-01,Israel,Tel Aviv,2,34.78057,32.08088,IL,4825
1800,2025-04-01,Israel,Tel Aviv,1,34.78057,32.08088,IL,2348
1801,2025-04-01,Israel,Tel Aviv,1,34.78057,32.08088,IL,1357
1802,2025-04-01,Israel,Ness Ziona,1,34.79868,31.92933,IL,3541
1803,2025-04-01,Israel,Herzliya,1,34.82536,32.16627,IL,2086
1804,2025-08-01,Israel,Ganei Tikva,1,34.8732,32.05971,IL,3824
1805,2025-08-01,India,Surat,1,72.83023,21.19594,IN,351
1806,2025-07-01,India,Salem,1,78.15538,11.65376,IN,2678
1807,2024-12-01,India,Lucknow,1,80.92313,26.83928,IN,3122
1808,2025-02-01,India,Mumbai,1,72.88261,19.07283,IN,2062
1809,2025-02-01,India,Mumbai,2,72.88261,19.07283,IN,878
1810,2025-02-01,India,Mumbai,1,72.88261,19.07283,IN,3378
1811,2025-02-01,India,Mumbai,2,72.88261,19.07283,IN,3103
1812,2024-11-01,India,Bengaluru,1,77.59369,12.97194,IN,3998
1813,2025-03-01,Italy,Venice,1,12.33265,45.43713,IT,426
1814,2024-11-01,Italy,Santa Vittoria d'Alba,1,7.93733,44.69864,IT,3412
1815,2025-04-01,Italy,Rome,1,12.51133,41.89193,IT,2191
1816,2025-03-01,Italy,Rome,3,12.51133,41.89193,IT,2935
1817,2025-03-01,Italy,Rome,1,12.51133,41.89193,IT,4091
1818,2025-08-01,Italy,Modena,1,10.92539,44.64783,IT,1633
1819,2025-08-01,Italy,Florence,1,11.24626,43.77925,IT,3186
1820,2025-08-01,Italy,Cesena,3,12.24315,44.1391,IT,2918
1821,2025-08-01,Italy,Bologna,1,11.33875,44.49381,IT,730
1822,2024-11-01,Japan,Tokyo,1,139.69171,35.6895,JP,4069
1823,2025-05-01,Lithuania,Vilnius,1,25.2798,54.68916,LT,1337
1824,2025-08-01,Luxembourg,Luxembourg,1,6.13,49.61167,LU,415
1825,2025-08-01,Luxembourg,Luxembourg,2,6.13,49.61167,LU,1347
1826,2025-05-01,Latvia,Riga,2,24.10589,56.946,LV,4506
1827,2025-05-01,Latvia,Riga,1,24.10589,56.946,LV,905
1828,2025-03-01,Maldives,Male,2,73.50916,4.17521,MV,811
1829,2025-03-01,Mexico,Ocotlán,1,-99.36919,16.93947,MX,2398
1830,2025-03-01,Mexico,Ocotlán,1,-102.77358,20.3553,MX,500
1831,2025-02-01,Nigeria,Ibadan,1,3.90591,7.37756,NG,1162
1832,2025-03-01,Poland,Wyszków,1,21.4584,52.59278,PL,4909
1833,2025-08-01,Poland,Warsaw,1,21.01178,52.22977,PL,1773
1834,2025-08-01,Poland,Warsaw,1,21.01178,52.22977,PL,4588
1835,2025-06-01,Poland,Warsaw,1,21.01178,52.22977,PL,2617
1836,2025-02-01,Poland,Warsaw,1,21.01178,52.22977,PL,1238
1837,2025-01-01,Poland,Rząśnik,1,21.36772,52.71332,PL,2902
1838,2025-03-01,Poland,Nowa Dęba,1,21.75078,50.42974,PL,884
1839,2025-08-01,Poland,Jarocin,1,22.32121,50.56459,PL,304
1840,2025-08-01,Poland,Szczecin,1,14.55302,53.42894,PL,1053
1841,2025-02-01,Poland,Szczecin,1,14.55302,53.42894,PL,3315
1842,2025-06-01,Poland,Solec Kujawski,1,18.22572,53.08371,PL,2148
1843,2025-08-01,Poland,Katowice,2,19.02754,50.25841,PL,1267
1844,2025-08-01,Poland,Jarocin,1,17.50256,51.97266,PL,4108
1845,2025-06-01,Portugal,Lisbon,1,-9.13333,38.71667,PT,351
1846,2025-03-01,Portugal,Lisbon,1,-9.13333,38.71667,PT,1063
1847,2025-02-01,Portugal,Lisbon,2,-9.13333,38.71667,PT,3740
1848,2025-01-01,Portugal,Lisbon,1,-9.13333,38.71667,PT,3493
1849,2024-11-01,Portugal,Lisbon,1,-9.13333,38.71667,PT,503
1850,2025-02-01,Portugal,Vila Nova de Famalicão,1,-8.51978,41.40797,PT,1854
1851,2025-02-01,Portugal,Vila Nova de Famalicão,1,-8.51978,41.40797,PT,1231
1852,2024-11-01,Portugal,Vila Nova de Famalicão,1,-8.51978,41.40797,PT,4288
1853,2025-07-01,Portugal,Porto,1,-8.61099,41.14961,PT,688
1854,2025-04-01,Portugal,Mirandela,1,-7.18695,41.48739,PT,2006
1855,2025-08-01,Portugal,Guimarães,1,-8.29619,41.44443,PT,1998
1856,2025-08-01,Portugal,Guimarães,1,-8.29619,41.44443,PT,1915
1857,2025-03-01,Portugal,Guimarães,1,-8.29619,41.44443,PT,3951
1858,2025-03-01,Portugal,Guimarães,1,-8.29619,41.44443,PT,2340
1859,2025-08-01,Romania,Chiajna,1,25.97333,44.46,RO,1263
1860,2025-06-01,Romania,Bucharest,1,26.10626,44.43225,RO,1930
1861,2025-06-01,Romania,Bucharest,1,26.10626,44.43225,RO,2246
1862,2025-06-01,Romania,Bucharest,1,26.10626,44.43225,RO,1498
1863,2025-02-01,Rwanda,Kigali,1,30.05885,-1.94995,RW,81
1864,2024-12-01,Sweden,Luleå,1,22.15465,65.58415,SE,4229
1865,2024-12-01,Sweden,Luleå,1,22.15465,65.58415,SE,262
1866,2024-12-01,Sweden,Luleå,1,22.15465,65.58415,SE,2970
1867,2024-12-01,Sweden,Luleå,1,22.15465,65.58415,SE,4750
1868,2024-12-01,Sweden,Luleå,1,22.15465,65.58415,SE,2036
1869,2024-12-01,Sweden,Luleå,1,22.15465,65.58415,SE,3038
1870,2024-11-01,Sweden,Luleå,1,22.15465,65.58415,SE,86
1871,2025-04-01,Sweden,Stockholm,2,18.06871,59.32938,SE,4518
1872,2024-11-01,Sweden,Stockholm,1,18.06871,59.32938,SE,2744
1873,2025-07-01,Sweden,Örebro,1,15.2066,59.27412,SE,3766
1874,2025-07-01,Sweden,Norrköping,1,16.1826,58.59419,SE,4232
1875,2025-02-01,Sweden,Norrköping,1,16.1826,58.59419,SE,769
1876,2025-04-01,Sweden,Linköping,1,15.62157,58.41086,SE,3779
1877,2025-07-01,Sweden,Karlstad,1,13.50357,59.3793,SE,3300
1878,2024-11-01,Singapore,Singapore,1,103.85007,1.28967,SG,2738
1879,2025-06-01,Slovenia,Maribor,1,15.64667,46.55472,SI,2659
1880,2025-06-01,Slovenia,Maribor,2,15.64667,46.55472,SI,4650
1881,2025-03-01,Slovenia,Maribor,1,15.64667,46.55472,SI,3766
1882,2025-07-01,Slovakia,Nitra,1,18.08453,48.30763,SK,1280
1883,2025-05-01,Slovakia,Nitra,1,18.08453,48.30763,SK,1402
1884,2025-04-01,Slovakia,Nitra,5,18.08453,48.30763,SK,1256
1885,2025-03-01,Slovakia,Nitra,4,18.08453,48.30763,SK,3090
1886,2025-03-01,Slovakia,Nitra,1,18.08453,48.30763,SK,4062
1887,2025-03-01,Slovakia,Dunajská Streda,1,17.61211,47.99268,SK,4025
1888,2025-08-01,Slovakia,Bratislava,1,17.10674,48.14816,SK,2301
1889,2025-07-01,Slovakia,Bratislava,1,17.10674,48.14816,SK,4952
1890,2025-06-01,Slovakia,Bratislava,1,17.10674,48.14816,SK,2668
1891,2025-08-01,Slovakia,Banská Bystrica,1,19.15349,48.73946,SK,4187
1892,2025-08-01,Slovakia,Banská Bystrica,1,19.15349,48.73946,SK,4013
1893,2025-07-01,Slovakia,Banská Bystrica,1,19.15349,48.73946,SK,3669
1894,2025-07-01,Slovakia,Banská Bystrica,1,19.15349,48.73946,SK,212
1895,2025-07-01,Slovakia,Banská Bystrica,1,19.15349,48.73946,SK,2681
1896,2025-05-01,Thailand,Bangkok,1,100.50144,13.75398,TH,2090
1897,2025-04-01,Tunisia,Nabeul,1,10.73763,36.45606,TN,1387
1898,2025-01-01,Ukraine,Lviv,1,24.02324,49.83826,UA,1375
1899,2025-07-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,1938
1900,2025-06-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,2911
1901,2025-06-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,4450
1902,2025-06-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,2431
1903,2025-05-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,4408
1904,2025-03-01,Ukraine,Kyiv,2,30.5238,50.45466,UA,1136
1905,2025-03-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,3180
1906,2025-03-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,313
1907,2025-03-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,1668
1908,2025-03-01,Ukraine,Kyiv,2,30.5238,50.45466,UA,2486
1909,2025-03-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,536
1910,2025-02-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,4294
1911,2025-01-01,Ukraine,Kyiv,2,30.5238,50.45466,UA,4001
1912,2024-10-01,Ukraine,Kyiv,1,30.5238,50.45466,UA,2155
1913,2025-08-01,Ukraine,Dnipro,1,35.04066,48.46664,UA,3622
1914,2025-05-01,Ukraine,Dnipro,1,35.04066,48.46664,UA,1700
1915,2025-05-01,Ukraine,Dnipro,1,35.04066,48.46664,UA,3155
1916,2025-02-01,South Africa,Cape Town,1,18.42322,-33.92584,ZA,5017
